l1_code,l3_code,l3_name,l3_domain,l3_status,l3_trigger,l3_exit_condition,l4_code,l4_name,l4_deliverable,l4_deliverable_type,l4_accountable_role,l4_accountable_family,l5_step,agentifiability,agent_human_touchpoint,agent_d1_input_struct,agent_d2_rule_clear,agent_d3_output_verify,agent_d4_api_reach,agent_d5_fallback,agent_d6_compliance,agent_score_total,sla_hours,sla_source,version,valid_from,source_notes
L1-02,L3-IAO,保司合作接洽与评估,保司,active,,,L4-IAO-13,失败保司二次机会,《二次跟进记录》,数据表,,,,Hybrid,人工执行：失败保司二次机会,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IAO_保司合作接洽与评估_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-01,赋能业绩归属规则,《归属规则》（A/B共享KPI）,方案,,,,Hybrid,人工执行：赋能业绩归属规则,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-02,赋能前能力基线诊断,《能力基线报告》⚠️待建设,报告,,,,Hybrid,人工执行：赋能前能力基线诊断,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-03,赋能成本分摊,《成本分摊方案》,方案,,,,Hybrid,人工执行：赋能成本分摊,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-04,赋能退出机制,《退出流程》,方案,,,,Aug,人工执行：赋能退出机制,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-05,方法论IP保护,《IP保护清单》,数据表,,,,Hybrid,人工执行：方法论IP保护,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-06,营销方案制定,《营销方案书》,方案,,,,Auto,人工执行：营销方案制定,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-07,营销活动执行,《活动执行报告》,报告,,,,Auto,人工执行：营销活动执行,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-08,营销ROI分析,《ROI报告》,报告,,,,Hybrid,人工执行：营销ROI分析,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-09,赋能团队保护,《竞业约定》,方案,,,,Hybrid,人工执行：赋能团队保护,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-10,跨保司经验复用,《经验库》,方案,,,,Aug,人工执行：跨保司经验复用,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-11,场外支持人员招募认证,《场外人员清单》,数据表,,,,Hybrid,人工执行：场外支持人员招募认证,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-12,销售协同执行,《销售签单记录》,数据表,,,,Auto,人工执行：销售协同执行,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-13,销售分佣激励结算,《分佣结算单》,方案,,,,Auto,人工执行：销售分佣激励结算,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-14,赋能深度分级,《深度分级标准》⚠️待建设,方案,,,,Hybrid,人工执行：赋能深度分级,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-15,培训课程设计与交付,《培训完成报告》,报告,,,,Hybrid,人工执行：培训课程设计与交付,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md
L1-02,L3-IBE,保司业务运营赋能,保司,active,,,L4-IBE-16,培训认证与能力输出,《认证名单》,方案,,,,Hybrid,人工执行：培训认证与能力输出,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IBE_保司业务运营赋能_V1.1.md"
L1-02,L3-IBEC,合作伙伴接触与初步沟通流程,经代业务,active,,,L4-IBEC-01,合作意向初步接触,《合作意向初步接触》,方案,,,,Hybrid,人工执行：合作意向初步接触,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBEC_合作伙伴接触与初步沟通_V1.3.md
L1-02,L3-IBEC,合作伙伴接触与初步沟通流程,经代业务,active,,,L4-IBEC-02,深度需求诊断,《深度需求诊断报告》,报告,,,,Hybrid,人工执行：深度需求诊断,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBEC_合作伙伴接触与初步沟通_V1.3.md
L1-02,L3-IBEC,合作伙伴接触与初步沟通流程,经代业务,active,,,L4-IBEC-03,线索管理与信息转介,《转介信息包》,方案,,,,Auto,人工执行：线索管理与信息转介,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBEC_合作伙伴接触与初步沟通_V1.3.md
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-01,合作资格预审与流程启动,《合作资格预审与流程启动计划》,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-02,项目沟通机制建立,《项目沟通机制建立》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-03,尽职调查执行,牌照核查结果+保司Alice确认+团队配置+业务模式+过往经验。P0: 批次8确认存在SLHK登记表未纳入流程库；合同后置根因为内商务岗位缺失；IT系统bug；V1.4新增：《同行渠道DD查册SOP》+《AML风险评估标准模板》（高/中/低三档）+《渠道合作路径推荐手册》+《渠道DD年度更新流程》,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-IBRD-03/05/06/07/08; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md"
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-04,牌照核查与保司确认,《牌照核查与保司确认记录》,数据表,,,,Aug,人工执行：牌照核查与保司确认,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-05,DD Form执行与股东穿透查册,牌照核查结果+保司Alice确认+团队配置+业务模式+过往经验。P0: 批次8确认存在SLHK登记表未纳入流程库；合同后置根因为内商务岗位缺失；IT系统bug；V1.4新增：《同行渠道DD查册SOP》+《AML风险评估标准模板》（高/中/低三档）+《渠道合作路径推荐手册》+《渠道DD年度更新流程》,方案,,,,Auto,人工执行：DD Form执行与股东穿透查册,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-IBRD-03/05/06/07/08; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md"
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-06,AML风险评估与三档评级,牌照核查结果+保司Alice确认+团队配置+业务模式+过往经验。P0: 批次8确认存在SLHK登记表未纳入流程库；合同后置根因为内商务岗位缺失；IT系统bug；V1.4新增：《同行渠道DD查册SOP》+《AML风险评估标准模板》（高/中/低三档）+《渠道合作路径推荐手册》+《渠道DD年度更新流程》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-IBRD-03/05/06/07/08; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md"
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-07,双路径渠道准入判断,牌照核查结果+保司Alice确认+团队配置+业务模式+过往经验。P0: 批次8确认存在SLHK登记表未纳入流程库；合同后置根因为内商务岗位缺失；IT系统bug；V1.4新增：《同行渠道DD查册SOP》+《AML风险评估标准模板》（高/中/低三档）+《渠道合作路径推荐手册》+《渠道DD年度更新流程》,决议,,,,Hybrid,人工执行：双路径渠道准入判断,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-IBRD-03/05/06/07/08; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md"
L1-03,L3-IBRD,合作伙伴需求分析与诊断,经代业务,active,,,L4-IBRD-08,DD Form年度更新触发,牌照核查结果+保司Alice确认+团队配置+业务模式+过往经验。P0: 批次8确认存在SLHK登记表未纳入流程库；合同后置根因为内商务岗位缺失；IT系统bug；V1.4新增：《同行渠道DD查册SOP》+《AML风险评估标准模板》（高/中/低三档）+《渠道合作路径推荐手册》+《渠道DD年度更新流程》,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-IBRD-03/05/06/07/08; 蓝图:流程蓝图_L3-IBRD_合作伙伴需求分析与诊断_V1.4.md"
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-01,数据采集与质量校验,《各保司数据集》,数据表,,,,Auto,人工执行：数据采集与质量校验,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-02,分析模型运行与洞察,《分析结果》,方案,,,,Hybrid,人工执行：分析模型运行与洞察,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-03,报告生成与合规审查,《保司报告》,报告,,,,Aug,人工执行：报告生成与合规审查,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md"
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-04,报告交付与沟通会议,《保司反馈记录》,数据表,,,,Auto,人工执行：报告交付与沟通会议,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-05,策略调整闭环,《调整建议书》,方案,,,,Hybrid,人工执行：策略调整闭环,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md"
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-06,实时数据接入看板,《实时看板》,方案,,,,Aug,人工执行：实时数据接入看板,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-07,定制化报告,《定制报告配置》,报告,,,,Aug,人工执行：定制化报告,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-08,竞品对标脱敏处理,《对标报告》,报告,,,,Auto,人工执行：竞品对标脱敏处理,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-09,预测分析,《预测报告》,报告,,,,Hybrid,人工执行：预测分析,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-10,异常事件紧急通报,《紧急通报》,方案,,,,Auto,人工执行：异常事件紧急通报,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-11,数据安全与监管合规,《合规记录》,数据表,,,,Aug,人工执行：数据安全与监管合规,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-12,数据反向学习,《反向学习洞察》,方案,,,,Hybrid,人工执行：数据反向学习,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IMF,保司市场反馈与数据回流,保司,active,,,L4-IMF-13,多保司数据对比授权,《授权清单》,数据表,,,,Hybrid,人工执行：多保司数据对比授权,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IMF_保司市场反馈与数据回流_V1.1.md
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-01,产品元数据录入配置,《Portfolio分析报告》,方案,,,,Auto,人工执行：产品元数据录入配置,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-02,佣金政策拆解配置,《Portfolio分析报告》,方案,,,,Auto,人工执行：佣金政策拆解配置,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-03,资源匹配至业务线,《Portfolio分析报告》,数据表,,,,Hybrid,人工执行：资源匹配至业务线,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-04,试运行与小范围测试,《Portfolio分析报告》,报告,,,,Aug,人工执行：试运行与小范围测试,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-05,全面上架与发布,《Portfolio分析报告》,方案,,,,Auto,人工执行：全面上架与发布,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-06,产品版本管理,《Portfolio分析报告》,数据表,,,,Auto,人工执行：产品版本管理,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-09,产品异常事件处置,《Portfolio分析报告》,数据表,,,,Hybrid,人工执行：产品异常事件处置,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-ONB,产品上架（拆分后）,保险/MGA,active,,,L4-IPI-11,产品与权益搭配运营,《Portfolio分析报告》,方案,,,,Hybrid,人工执行：产品与权益搭配运营,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-ONB_产品上架_V1.0.md"
L1-02,L3-IPI-OPS,日常运营（拆分后）,保险/MGA,active,,,L4-IPI-08,Portfolio管理,《Portfolio分析报告》,报告,,,,Hybrid,人工执行：Portfolio管理,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-Ops_日常运营_V1.0.md"
L1-02,L3-IPI-OPS,日常运营（拆分后）,保险/MGA,active,,,L4-IPI-10,产品跨业务线迁移,《Portfolio分析报告》,数据表,,,,Hybrid,人工执行：产品跨业务线迁移,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-Ops_日常运营_V1.0.md"
L1-02,L3-IPI-OPS,日常运营（拆分后）,保险/MGA,active,,,L4-IPI-12,业绩数据反馈,《Portfolio分析报告》,数据表,,,,Auto,人工执行：业绩数据反馈,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-Ops_日常运营_V1.0.md"
L1-02,L3-IPI-OPS,日常运营（拆分后）,保险/MGA,active,,,L4-IPI-13,产品客户体验监控,《Portfolio分析报告》,报告,,,,Auto,人工执行：产品客户体验监控,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; L1映射:推断; D1范围表达式:L4-IPI-01~06/09/11(Onb) / L4-IPI-08/10/12/13(Ops); 蓝图:流程蓝图_L3-IPI-Ops_日常运营_V1.0.md"
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-01,权限清单谈判,《权限清单》,数据表,,,,Hybrid,人工执行：权限清单谈判,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-02,保司资源盘点,《资源对接清单》,数据表,,,,Auto,人工执行：保司资源盘点,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-03,系统数据团队对接,对接完成报告,报告,,,,Auto,人工执行：系统数据团队对接,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-04,权限生效与配置,权限生效通知,方案,,,,Auto,人工执行：权限生效与配置,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-05,整合就绪确认,《整合就绪确认书》,方案,,,,Auto,人工执行：整合就绪确认,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md"
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-06,保司IT系统深度对接,《对接技术规范》,方案,,,,Auto,人工执行：保司IT系统深度对接,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRI,保司资源整合与深度对接,保司,active,,,L4-IRI-07,保司内部培训与换手,《培训换手记录》,数据表,,,,Hybrid,人工执行：保司内部培训与换手,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRI_保司资源整合与深度对接_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-01,合作周期数据汇总,《周期总结报告》,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md"
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-02,内部联合评估,《内部评估结论》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-03,保司联合评估会议,《联合评估结论》,方案,,,,Hybrid,人工执行：保司联合评估会议,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md"
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-04,续约谈判或终止,新合同/终止协议,合同,,,,Hybrid,人工执行：续约谈判或终止,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md"
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-05,决议执行与内部沟通,决议通知,决议,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-06,续约前流失预警,《流失预警报告》,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-07,续约条款升级谈判,《升级方案》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-08,续约后100天成效,《100天交付清单》,数据表,,,,Aug,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-09,保司决策层变动应对,《变动应对记录》,数据表,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-10,Phase 3升级联动,《升级时机评估》,方案,,,,Hybrid,人工执行：Phase 3升级联动,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
