signal_id,node_id,content,source,confidence,rule_subtype,completeness,l_layer,rule_trigger,rule_action,rule_standard,rule_exception,rule_owner,externalized,round,source_recording
SIG-0478,VN-PAY-02,应派表实时校验触发条件需系统化（播出率/同行支付）,PAY002-R010,,B类,,,,,,,,,,
SIG-0479,VN-PAY-02,播出率/同行支付Total口径计算规则需测算侧书面化,PAY002-R011,,B类,,,,,,,,,,
SIG-0480,VN-PAY-02,收款主体映射变更审批链需建立,PAY002-R012,,B类,,,,,,,,,,
SIG-0481,VN-PAY-02,佣金表出表前最终审批岗位归属待裁定,PAY002-R013,,B类,,,,,,,,,,
SIG-0482,VN-PAY-02,基本法费率配置复核机制需建立独立交叉验证,PAY002-R014,,B类,,,,,,,,,,
SIG-0483,VN-PAY-02,对账差异需强制标注原因码,旧基线继承,,B类,,,,,,,,,,
SIG-0484,VN-PAY-02,建立主数据SSOT(受控台账),PAY002-R015,,C类,,,,,,,,,,
SIG-0485,VN-PAY-02,开发阈值校验引擎(播出率/同行支付),PAY002-R016,,C类,,,,,,,,,,
SIG-0486,VN-PAY-02,建立结算AB角配置,PAY002-R017,,C类,,,,,,,,,,
SIG-0487,VN-PAY-02,更新应派SOP(目标上手1个月),PAY002-R018,,C类,,,,,,,,,,
SIG-0488,VN-PAY-02,建立收款主体映射治理体系,PAY002-R019,,C类,,,,,,,,,,
SIG-0489,VN-PAY-02,建立系统化审批留痕(替代企微/邮件),PAY002-R020,,C类,,,,,,,,,,
SIG-0490,VN-PAY-02,银行PDF回单需上线OCR自动化,旧基线继承,,C类,,,,,,,,,,
SIG-0491,VN-PAY-02,需建fact_bank_inflow表,旧基线继承,,C类,,,,,,,,,,
SIG-0492,VN-PAY-03,季度佣金级别表版本冻结规则：季度发布新版本，发布前冻结上一版本为只读，三方签署确认,PAY003-R001,,A类,,,,,,,,,,
SIG-0493,VN-PAY-03,佣金表不可逆发布审批规则：三方签署校验播出率≤50%和同行支付≤88%,PAY003-R002,,A类,,,,,,,,,,
SIG-0494,VN-PAY-03,播出率/同行支付Total口径校验规则：用首年+续保的Total应派÷Total应付计算,PAY003-R003,,A类,,,,,,,,,,
SIG-0495,VN-PAY-03,基本法变更触发回溯补发规则：人员关系定义变更→重新计算历史订单佣金并补发,PAY003-R004,,A类,,,,,,,,,,
SIG-0496,VN-PAY-03,推荐直属首销FIC比例规则：按FIC的20%或5%计算，比例取自基本法,PAY003-R005,,A类,,,,,,,,,,
SIG-0497,VN-PAY-03,业务V0→V1/财务V0→V1双轨版本规则：业务线用于对账派发，财务线用于记账付款,PAY003-R006,,A类,,,,,,,,,,
SIG-0498,VN-PAY-03,结算周期按业务线划分规则：多数月结1次，同行金贷/友民月结2次,PAY003-R007,,A类,,,,,,,,,,
SIG-0499,VN-PAY-03,L4组成为COM-12应派计算+COM-07争议处理,Sheet2,,A类,,,,,,,,,,
SIG-0500,VN-PAY-03,子产物3个（应派给理财师+应派给销售员+争议留痕表）,Sheet2,,A类,,,,,,,,,,
SIG-0501,VN-PAY-03,Mark签核流程需电子化,旧基线继承,,C类,,,,,,,,,,
SIG-0502,VN-PAY-03,争议留痕需字段化(争议ID/类型/责任方/关闭时间),旧基线继承,,C类,,,,,,,,,,
SIG-0503,VN-PAY-04,IA硬指标：非持牌占比≤50%,Sheet1·KPI锚定,,A类,,,,,,,,,,
SIG-0504,VN-PAY-04,IA硬指标：同行支付≤88%,Sheet1·KPI锚定,,A类,,,,,,,,,,
SIG-0505,VN-PAY-04,L4组成为实派执行+IA合规校验+回执归档（3条L4）,Sheet2,,A类,,,,,,,,,,
SIG-0506,VN-PAY-04,子产物3个（转介费派发表+银行付款回执包+IA合规留痕）,Sheet2,,A类,,,,,,,,,,
SIG-0507,VN-PAY-04,IA合规规则未代码化（致命缺口）,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0508,VN-PAY-04,银行回执无统一归档（致命缺口）,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0509,VN-PAY-04,阈值监控缺失（致命缺口）,旧基线继承,,B类,,,,,,,,,,
SIG-0510,VN-PAY-04,IA合规规则条款书面化+判定逻辑展开,旧基线继承,,B类,,,,,,,,,,
SIG-0511,VN-PAY-04,需新增L4-COM-14(IA合规校验)和COM-15(回执归档),旧基线继承,,C类,,,,,,,,,,
SIG-0512,VN-PAY-04,合规负责人空缺，Mark裁定,旧基线继承,,C类,,,,,,,,,,
SIG-0513,VN-PAY-04,上线银行回执自动归档管线,旧基线继承,,C类,,,,,,,,,,
SIG-0514,VN-PAY-04,建设IA阈值实时监控仪表盘,旧基线继承,,C类,,,,,,,,,,
SIG-0515,VN-PAY-05,佣金率差异识别规则：差异原因归类为三种之一（佣金率错误/汇率差异/佣金超100%被hold）,PAY005-R001,,A类,,,,,,,,,,
SIG-0516,VN-PAY-05,汇率差异上限规则：汇率差异通常不超过100港币，小额差异接受核销,PAY005-R002,,A类,,,,,,,,,,
SIG-0517,VN-PAY-05,100%佣金封顶Hold规则：识别Hold状态的超限部分，记录并追踪后续是否补发,PAY005-R003,,A类,,,,,,,,,,
SIG-0518,VN-PAY-05,永明月结应收逆推核对规则：我方逐单计算理论应收，加总后与永明总数比对,PAY005-R004,,A类,,,,,,,,,,
SIG-0519,VN-PAY-05,L4组成为SSVA-01/02服务对账/激励结算,Sheet2,,A类,,,,,,,,,,
SIG-0520,VN-PAY-05,子产物2个（INVOICE对账单+经纪人激励结算单）,Sheet2,,A类,,,,,,,,,,
SIG-0521,VN-PAY-05,Shortage上限阈值需书面化（100港币上限）,PAY005-R005,,B类,,,,,,,,,,
SIG-0522,VN-PAY-05,对账单差异拆解责任边界需明确（财务与中台RACI）,PAY005-R006,,B类,,,,,,,,,,
SIG-0523,VN-PAY-05,永明明细账单谈判规则需渠道管理决策,PAY005-R007,,B类,,,,,,,,,,
SIG-0524,VN-PAY-05,财务新人上手SOP需制度化,PAY005-R008,,B类,,,,,,,,,,
SIG-0525,VN-PAY-05,服务凭证存在缺失，需补全,旧基线继承,,B类,,,,,,,,,,
SIG-0526,VN-PAY-05,建立对账SOP(应收/实收RACI),PAY005-R009,,C类,,,,,,,,,,
SIG-0527,VN-PAY-05,建立合作保司汇率规则表,PAY005-R010,,C类,,,,,,,,,,
SIG-0528,VN-PAY-05,建立Shortage会计科目与核销流程,PAY005-R011,,C类,,,,,,,,,,
SIG-0529,VN-PAY-05,推动永明提供明细对账单,PAY005-R012,,C类,,,,,,,,,,
SIG-0530,VN-PAY-05,建立财务操作SOP(压缩上手周期),PAY005-R013,,C类,,,,,,,,,,
SIG-0531,VN-PAY-05,服务-佣金联动公式需书面化和代码化,旧基线继承,,C类,,,,,,,,,,
SIG-0532,VN-PAY-05,需新增SSVA-04(服务凭证留存)和SSVA-05(服务-佣金联动),旧基线继承,,C类,,,,,,,,,,
SIG-0533,VN-PAY-05,凭证归档至OneDrive统一路径,旧基线继承,,C类,,,,,,,,,,
SIG-0534,VN-PAY-06,实收-中台反馈对账流程：财务侧记录实收金额并反馈给中台，中台做应收匹配,PAY006-R001,,A类,,,,,,,,,,
SIG-0535,VN-PAY-06,子产物4个（佣金应派+服务应派+奖金应派+股权/分红应派）,Sheet2,,A类,,,,,,,,,,
SIG-0536,VN-PAY-06,L4为协议参数中心化（FPG-05）,Sheet2,,A类,,,,,,,,,,
SIG-0537,VN-PAY-06,四类协议参数未中心化，人工合并易错（致命缺口）,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0538,VN-PAY-06,奖金规则和股权/分红规则的来源系统和负责人未说明,旧基线继承,,B类,,,,,,,,,,
SIG-0539,VN-PAY-06,理财师确认环节的交互方式未描述,旧基线继承,,B类,,,,,,,,,,
SIG-0540,VN-PAY-06,需建dim_agreement_param维度表(理财师ID×协议类型×参数),旧基线继承,,C类,,,,,,,,,,
SIG-0541,VN-PAY-06,FPG-05(协议参数中心化)归属待Mark裁定,旧基线继承,,C类,,,,,,,,,,
SIG-0542,VN-PAY-06,梳理四类协议的所有参数字段,旧基线继承,,C类,,,,,,,,,,
SIG-0543,VN-PAY-06,FPG-05流程定义+执行标准,旧基线继承,,C类,,,,,,,,,,
SIG-0544,VN-PAY-07,续保小额差异不追索规则：续保客户实缴保费Shortage≤100港币不追索,PAY007-R001,,A类,,,,,,,,,,
SIG-0545,VN-PAY-07,Shortage仅续保适用边界规则：严格限定于续保业务，新单不适用,PAY007-R002,,A类,,,,,,,,,,
SIG-0546,VN-PAY-07,子产物3个（活动费应收+活动费实收+活动凭证包）,Sheet2,,A类,,,,,,,,,,
SIG-0547,VN-PAY-07,L3-BANK的完整L4组成（BANK-01/02/03的具体内容）未定义,旧基线继承,,B类,,,,,,,,,,
SIG-0548,VN-PAY-07,银行合作协议的具体条款和费用结算逻辑未描述,旧基线继承,,B类,,,,,,,,,,
SIG-0549,VN-PAY-07,需新建L3-BANK及BANK-01/02/03,旧基线继承,,C类,,,,,,,,,,
SIG-0550,VN-PAY-07,活动凭证需统一OneDrive归档,旧基线继承,,C类,,,,,,,,,,
SIG-0551,VN-PAY-07,归口需规范化,旧基线继承,,C类,,,,,,,,,,
SIG-0552,VN-PAY-08,子产物3个（报销申请表+电子化凭证+审批留痕）,Sheet2,,A类,,,,,,,,,,
SIG-0553,VN-PAY-08,L3-EXP为全新建，EXP-01~05待定义,Sheet2,,A类,,,,,,,,,,
SIG-0554,VN-PAY-08,优先级P1，先解耦不阻塞P0节点,旧基线继承,,A类,,,,,,,,,,
SIG-0555,VN-PAY-08,纸质化为主，无电子化审批流（致命缺口）,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0556,VN-PAY-08,凭证未数字化,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0557,VN-PAY-08,EXP-01~05五条L4的具体内容未定义,旧基线继承,,B类,,,,,,,,,,
SIG-0558,VN-PAY-08,报销SaaS选型或自建表单的具体方案未调研,旧基线继承,,B类,,,,,,,,,,
SIG-0559,VN-PAY-08,需新建L3-EXP及EXP-01~05,旧基线继承,,C类,,,,,,,,,,
SIG-0560,VN-PAY-08,Mark指派报销负责人,旧基线继承,,C类,,,,,,,,,,
SIG-0561,VN-PAY-08,报销SaaS选型或自建表单方案调研,旧基线继承,,C类,,,,,,,,,,
SIG-0562,VN-PAY-08,报销系统/表单上线（SaaS或自建）,旧基线继承,,C类,,,,,,,,,,
SIG-0563,VN-PAY-08,岗位责任人待定（致命缺口）,旧基线继承,,C类,,,,,,,,,,
SIG-0564,VN-PAY-09,永明固定汇率7.8规则：全年采用固定汇率USD:HKD=7.8进行验算,PAY009-R001,,A类,,,,,,,,,,
SIG-0565,VN-PAY-09,其他保司即时汇率获取规则：以对账单上实时显示的汇率为准,PAY009-R002,,A类,,,,,,,,,,
SIG-0566,VN-PAY-09,子产物2个（体系外资金台账+BP V2缺失闭环映射）,Sheet2,,A类,,,,,,,,,,
SIG-0567,VN-PAY-09,BP V2完全缺失，37.2M HKD体系外资金零fact表覆盖（致命缺口）,Sheet2·价值属性,,B类,,,,,,,,,,
SIG-0568,VN-PAY-09,L4完全未建(BP V2完全遗漏),Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0569,VN-PAY-09,完全缺失·零物理产物,Sheet2·物理对应,,B类,,,,,,,,,,
SIG-0570,VN-PAY-09,四条体系外资金流(NGM/Apass/宿安/天领)各自的资金规模和性质未分列,旧基线继承,,B类,,,,,,,,,,
SIG-0571,VN-PAY-09,37.2M HKD对应的周期和时间范围未明确,旧基线继承,,B类,,,,,,,,,,
SIG-0572,VN-PAY-09,集团合并报表对体系外资金的具体要求未说明,旧基线继承,,B类,,,,,,,,,,
SIG-0573,VN-PAY-09,KPI未定义（需定义体系外资金覆盖率、对账完整度）,Sheet1·KPI锚定,,C类,,,,,,,,,,
SIG-0574,VN-PAY-09,归口部门待Mark+数据底座架构师联合裁定,旧基线继承,,C类,,,,,,,,,,
SIG-0575,VN-PAY-09,需建fact_offsystem_flow表+补建L3/L4+补录37.2M历史资金流,旧基线继承,,C类,,,,,,,,,,
SIG-0576,VN-PAY-09,调查四条资金流的规模和性质（NGM/Apass/宿安/天领各自分列）,旧基线继承,,C类,,,,,,,,,,
SIG-0577,VN-BAM-01,Excel台账包,已文档化,,开户资料清单,,,,,,,,,,
SIG-0578,VN-BAM-01,PDF档案,已文档化,,U盾登记台账,,,,,,,,,,
SIG-0579,VN-BAM-01,待确认,已文档化,,月度对账单接收清单,,,,,,,,,,
SIG-0580,VN-BAM-01,待确认,已文档化,,账户状态盘点表,,,,,,,,,,
SIG-0581,VN-BAM-01,待确认,已文档化,,U盾变更/交接记录,,,,,,,,,,
SIG-0582,VN-BAM-01,待确认,已文档化,,银行费用汇总表,,,,,,,,,,
SIG-0583,VN-BAM-01,待确认,已文档化,,账户全生命周期档案袋,,,,,,,,,,
SIG-0584,VN-BAM-02,Excel评估表,已文档化,,银行准入评估表,,,,,,,,,,
SIG-0585,VN-BAM-02,台账,已文档化,,支票领用登记台账,,,,,,,,,,
SIG-0586,VN-CFM-01,Excel报表包,已文档化,,收款预测表,,,,,,,,,,
SIG-0587,VN-CFM-01,待确认,已文档化,,周付款计划表,,,,,,,,,,
SIG-0588,VN-CFM-01,待确认,已文档化,,缺口预警,,,,,,,,,,
SIG-0589,VN-CFM-01,待确认,已文档化,,调度方案,,,,,,,,,,
SIG-0590,VN-CFM-01,待确认,已文档化,,跨主体调拨审批单,,,,,,,,,,
SIG-0591,VN-CFM-01,待确认,已文档化,,资金池监控表,,,,,,,,,,
SIG-0592,VN-CFM-01,待确认,已文档化,,银行结余台账,,,,,,,,,,
SIG-0593,VN-CFM-01,待确认,已文档化,,周度结余报表,,,,,,,,,,
SIG-0594,VN-CFM-01,待确认,已文档化,,月度现金流预测报告,,,,,,,,,,
SIG-0595,VN-CFM-02,审批单/共用表,已文档化,,资金付款审批单,,,,,,,,,,
