lead_id,node_id,content,source,confidence,target_rule_type,interview_priority,l_layer,status,gap_description,gap_impact,expected_output,target_interviewee,background,answer_format,interview_result,converted_rule,b_scope_correction,b_owner_correction,b_trigger_correction,b_output_correction,b_validity_judgment,c_existence_check,c_actual_owner,c_actual_boundary,c_main_problem,c_feedback_target,leg,q_type,cq_id,interview_question,question_background
S3-PARTNER-032,VN-ASD-01,投诉记录依赖客服人员的分类标注准确性（投诉类型/严重等级），分类错误会触发错误的升级路径和CRC决策方向偏差；电话投诉转录过程中关键信息可能遗漏或转述失真，影响后续处理起点质量,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,投诉记录依赖客服人员的分类标注准确性（投诉类型/严重等级），分类错误会触发错误的升级路径和CRC决策方向偏差；电话投诉转录过程中关键信息可能遗漏或转述失真，影响后续处理起点质量,,,待源头校准,投诉记录依赖客服人员的分类标注准确性（投诉类型/严重等级），分类错误会触发错误的升级路径和CRC决策方向偏差；电话投诉转录过程中关键信息可能遗漏或转述失真，影响后续处理起点质量,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-033,VN-ASD-01,录音存储合规性依赖人工维护（法定保存期限/隐私脱敏/访问权限控制），存储介质故障可能导致录音丢失不可恢复；检索效率极低（依赖时间戳人工定位，无语音转写/关键词索引），争议发生时回溯成本高,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,录音存储合规性依赖人工维护（法定保存期限/隐私脱敏/访问权限控制），存储介质故障可能导致录音丢失不可恢复；检索效率极低（依赖时间戳人工定位，无语音转写/关键词索引），争议发生时回溯成本高,,,待源头校准,录音存储合规性依赖人工维护（法定保存期限/隐私脱敏/访问权限控制），存储介质故障可能导致录音丢失不可恢复；检索效率极低（依赖时间戳人工定位，无语音转写/关键词索引），争议发生时回溯成本高,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-034,VN-ASD-01,上诉受理标准无明确文档化界定（何为“新证据”、何为“重复申诉”），受理边界模糊可能导致同一事项被反复上诉占用CRC资源；上诉材料整理依赖人工作业，材料完整性和整理时效性难以保障,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,上诉受理标准无明确文档化界定（何为“新证据”、何为“重复申诉”），受理边界模糊可能导致同一事项被反复上诉占用CRC资源；上诉材料整理依赖人工作业，材料完整性和整理时效性难以保障,,,待源头校准,上诉受理标准无明确文档化界定（何为“新证据”、何为“重复申诉”），受理边界模糊可能导致同一事项被反复上诉占用CRC资源；上诉材料整理依赖人工作业，材料完整性和整理时效性难以保障,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-035,VN-ASD-01,CRC材料包的编排标准缺失（无检查清单/资料完整性校验/版本标识），关键证据遗漏直接影响CRC决策准确性；材料版本管理无机制（会议前临时补充或修改），CRC成员可能基于不同版本材料做出决议,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,CRC材料包的编排标准缺失（无检查清单/资料完整性校验/版本标识），关键证据遗漏直接影响CRC决策准确性；材料版本管理无机制（会议前临时补充或修改），CRC成员可能基于不同版本材料做出决议,,,待源头校准,CRC材料包的编排标准缺失（无检查清单/资料完整性校验/版本标识），关键证据遗漏直接影响CRC决策准确性；材料版本管理无机制（会议前临时补充或修改），CRC成员可能基于不同版本材料做出决议,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-036,VN-ASD-01,CRC决议的书面化程度（决议理由/依据条款/赔偿标准/执行时限）决定执行一致性，模糊决议导致一线客服执行偏差（同案不同判）；决议传达至客户的沟通话术和时效标准无SOP，执行效果无法标准化评价,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,CRC决议的书面化程度（决议理由/依据条款/赔偿标准/执行时限）决定执行一致性，模糊决议导致一线客服执行偏差（同案不同判）；决议传达至客户的沟通话术和时效标准无SOP，执行效果无法标准化评价,,,待源头校准,CRC决议的书面化程度（决议理由/依据条款/赔偿标准/执行时限）决定执行一致性，模糊决议导致一线客服执行偏差（同案不同判）；决议传达至客户的沟通话术和时效标准无SOP，执行效果无法标准化评价,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-037,VN-ASD-02,投诉量统计依赖底层数据的口径统一性（投诉分类/渠道归属/去重规则），跨机构跨渠道口径不一致导致同比环比分析失真；数据清洗规则未文档化（如重复投诉合并、关联投诉归集），数据质量不可审计,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,投诉量统计依赖底层数据的口径统一性（投诉分类/渠道归属/去重规则），跨机构跨渠道口径不一致导致同比环比分析失真；数据清洗规则未文档化（如重复投诉合并、关联投诉归集），数据质量不可审计,,,待源头校准,投诉量统计依赖底层数据的口径统一性（投诉分类/渠道归属/去重规则），跨机构跨渠道口径不一致导致同比环比分析失真；数据清洗规则未文档化（如重复投诉合并、关联投诉归集），数据质量不可审计,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-038,VN-ASD-02,处理时效的起止时点定义（投诉受理→首次响应→处理结论→客户确认）未全局标准化，不同机构/渠道使用不同口径导致横向不可比；异常值识别依赖人工经验（无自动化告警阈值和根因钻取），时效恶化趋势可能被延迟发现,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,处理时效的起止时点定义（投诉受理→首次响应→处理结论→客户确认）未全局标准化，不同机构/渠道使用不同口径导致横向不可比；异常值识别依赖人工经验（无自动化告警阈值和根因钻取），时效恶化趋势可能被延迟发现,,,待源头校准,处理时效的起止时点定义（投诉受理→首次响应→处理结论→客户确认）未全局标准化，不同机构/渠道使用不同口径导致横向不可比；异常值识别依赖人工经验（无自动化告警阈值和根因钻取），时效恶化趋势可能被延迟发现,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-039,VN-ASD-02,整改建议质量取决于分析人员的根因分析深度（表面症状vs系统性根因），轻量级整改（改话术）替代深层次流程改进（改SOP/改系统）是一种系统性风险；整改落地跟踪无系统闭环（无责任人/无到期日/无验收标准），“建议”止步于“建议”,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,整改建议质量取决于分析人员的根因分析深度（表面症状vs系统性根因），轻量级整改（改话术）替代深层次流程改进（改SOP/改系统）是一种系统性风险；整改落地跟踪无系统闭环（无责任人/无到期日/无验收标准），“建议”止步于“建议”,,,待源头校准,整改建议质量取决于分析人员的根因分析深度（表面症状vs系统性根因），轻量级整改（改话术）替代深层次流程改进（改SOP/改系统）是一种系统性风险；整改落地跟踪无系统闭环（无责任人/无到期日/无验收标准），“建议”止步于“建议”,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-040,VN-ASD-02,服务质量评分的权重体系未经周期性校验（不同业务阶段和客户关注重点动态变化），一刀切权重可能误导资源配置和绩效考核方向；评分结果与机构/人员考核强挂钩时，存在指标被选择性关注（“刷分>实质提升”）的游戏化操纵风险,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,服务质量评分的权重体系未经周期性校验（不同业务阶段和客户关注重点动态变化），一刀切权重可能误导资源配置和绩效考核方向；评分结果与机构/人员考核强挂钩时，存在指标被选择性关注（“刷分>实质提升”）的游戏化操纵风险,,,待源头校准,服务质量评分的权重体系未经周期性校验（不同业务阶段和客户关注重点动态变化），一刀切权重可能误导资源配置和绩效考核方向；评分结果与机构/人员考核强挂钩时，存在指标被选择性关注（“刷分>实质提升”）的游戏化操纵风险,,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-041,VN-FOB-01,"顾问身份的界定标准和权利/义务条款的更新机制未定义；""顾问""身份边界模糊可能导致与《转介协议》的责任重叠或条款冲突",FA_规则空白地图,明确,,P1,L4层,待访谈,"顾问身份的界定标准和权利/义务条款的更新机制未定义；""顾问""身份边界模糊可能导致与《转介协议》的责任重叠或条款冲突",,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,"顾问身份的界定标准和权利/义务条款的更新机制未定义；""顾问""身份边界模糊可能导致与《转介协议》的责任重叠或条款冲突",,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-042,VN-FOB-01,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,FA_规则空白地图,明确,,P1,L4层,待访谈,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-043,VN-FOB-01,协议约定的培训内容、达标标准与后续FTR培训体系的衔接接口未定义；签约培训承诺与培训执行完成之间（FOB→FTR）存在跨子域断链,FA_规则空白地图,明确,,P1,L4层,待访谈,协议约定的培训内容、达标标准与后续FTR培训体系的衔接接口未定义；签约培训承诺与培训执行完成之间（FOB→FTR）存在跨子域断链,,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,协议约定的培训内容、达标标准与后续FTR培训体系的衔接接口未定义；签约培训承诺与培训执行完成之间（FOB→FTR）存在跨子域断链,,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-044,VN-FOB-01,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,FA_规则空白地图,明确,,P1,L4层,待访谈,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-045,VN-FOB-01,"权益包内容（佣金比例/福利条款）的条款变更通知机制未定义；权益版本与入职时间的对应关系无规则，存在""旧版权益适用新人""或""权益变更未通知""的版本错位风险",FA_规则空白地图,明确,,P1,L4层,待访谈,"权益包内容（佣金比例/福利条款）的条款变更通知机制未定义；权益版本与入职时间的对应关系无规则，存在""旧版权益适用新人""或""权益变更未通知""的版本错位风险",,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,"权益包内容（佣金比例/福利条款）的条款变更通知机制未定义；权益版本与入职时间的对应关系无规则，存在""旧版权益适用新人""或""权益变更未通知""的版本错位风险",,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-046,VN-FOB-01,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,FA_规则空白地图,明确,,P1,L4层,待访谈,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-047,VN-FOB-01,"协议模板的版本管控和法务审核流程未书面化；签署后寄总部归档的物理流转无系统追踪，存在""已签署但未归档""的断链风险",FA_规则空白地图,明确,,P1,L4层,待访谈,"协议模板的版本管控和法务审核流程未书面化；签署后寄总部归档的物理流转无系统追踪，存在""已签署但未归档""的断链风险",,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,"协议模板的版本管控和法务审核流程未书面化；签署后寄总部归档的物理流转无系统追踪，存在""已签署但未归档""的断链风险",,待访谈,待转换,,,,,,,,,,,,,,,
S3-FA-048,VN-FOB-01,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,FA_规则空白地图,明确,,P1,L4层,待访谈,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,,⚠ 待源头校准岗位（FA域全子域岗位信息空白）,协议包寄送总部归档的物理流转（邮寄时效/签收确认/归档完整性）无系统追踪,,待访谈,待转换,,,,,,,,,,,,,,,
